YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,PE6,579,906
2021-09,WEEKDAY,9,TRAIN,TE5,1328,567
2021-09,WEEKENDS/HOLIDAY,9,TRAIN,TE5,662,328
2021-09,WEEKDAY,13,TRAIN,NS27/CE2,1061,1629
2021-09,WEEKENDS/HOLIDAY,13,TRAIN,NS27/CE2,509,706
2021-09,WEEKENDS/HOLIDAY,0,TRAIN,NS24/NE6/CC1,78,75
2021-09,WEEKDAY,0,TRAIN,NS24/NE6/CC1,233,164
2021-09,WEEKENDS/HOLIDAY,14,TRAIN,BP9,613,567
2021-09,WEEKDAY,14,TRAIN,BP9,3018,1603
2021-09,WEEKENDS/HOLIDAY,19,TRAIN,EW24/NS1,23412,16894
2021-09,WEEKDAY,19,TRAIN,EW24/NS1,85814,58639
2021-09,WEEKDAY,12,TRAIN,NS23,11507,24828
2021-09,WEEKENDS/HOLIDAY,12,TRAIN,NS23,5727,12851
2021-09,WEEKDAY,21,TRAIN,PE4,676,1210
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,PE4,321,439
2021-09,WEEKENDS/HOLIDAY,13,TRAIN,NE4/DT19,12837,14590
2021-09,WEEKDAY,13,TRAIN,NE4/DT19,33083,31981
2021-09,WEEKENDS/HOLIDAY,20,TRAIN,PE5,509,1545
2021-09,WEEKDAY,20,TRAIN,PE5,1396,4937
2021-09,WEEKENDS/HOLIDAY,15,TRAIN,CC26,811,584
2021-09,WEEKDAY,15,TRAIN,CC26,2622,1703
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,NS19,3279,8718
2021-09,WEEKDAY,22,TRAIN,NS19,8957,23149
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,NS8,3706,4976
2021-09,WEEKDAY,21,TRAIN,NS8,9974,15209
2021-09,WEEKDAY,11,TRAIN,PE2,4339,2560
2021-09,WEEKENDS/HOLIDAY,11,TRAIN,PE2,1736,988
2021-09,WEEKENDS/HOLIDAY,11,TRAIN,EW28,7585,3349
2021-09,WEEKDAY,11,TRAIN,EW28,15369,10440
2021-09,WEEKDAY,10,TRAIN,EW14/NS26,8428,29707
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,EW14/NS26,1711,4721
2021-09,WEEKENDS/HOLIDAY,14,TRAIN,CC4/DT15,3179,4809
2021-09,WEEKDAY,14,TRAIN,CC4/DT15,7270,8572
2021-09,WEEKENDS/HOLIDAY,7,TRAIN,EW3,2970,1877
2021-09,WEEKDAY,7,TRAIN,EW3,24415,16352
2021-09,WEEKENDS/HOLIDAY,8,TRAIN,EW12/DT14,2178,6208
2021-09,WEEKDAY,8,TRAIN,EW12/DT14,9579,39268
2021-09,WEEKENDS/HOLIDAY,19,TRAIN,DT8,490,823
2021-09,WEEKDAY,19,TRAIN,DT8,2402,1992
2021-09,WEEKDAY,11,TRAIN,NE9,16365,11120
2021-09,WEEKENDS/HOLIDAY,11,TRAIN,NE9,7302,4513
2021-09,WEEKDAY,19,TRAIN,CC17/TE9,3399,5247
2021-09,WEEKENDS/HOLIDAY,19,TRAIN,CC17/TE9,933,1032
2021-09,WEEKENDS/HOLIDAY,8,TRAIN,DT30,2235,820
2021-09,WEEKDAY,8,TRAIN,DT30,16223,3428
2021-09,WEEKENDS/HOLIDAY,18,TRAIN,PW5,602,1026
2021-09,WEEKDAY,18,TRAIN,PW5,1999,3933
2021-09,WEEKENDS/HOLIDAY,17,TRAIN,PE5,1433,1286
2021-09,WEEKDAY,17,TRAIN,PE5,4275,5952
2021-09,WEEKENDS/HOLIDAY,16,TRAIN,DT33,3714,3647
2021-09,WEEKDAY,16,TRAIN,DT33,8295,13307
2021-09,WEEKENDS/HOLIDAY,9,TRAIN,PW4,634,444
2021-09,WEEKDAY,9,TRAIN,PW4,1985,1260
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,BP12,199,436
2021-09,WEEKDAY,21,TRAIN,BP12,481,1507
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,EW16/NE3,3408,1877
2021-09,WEEKDAY,22,TRAIN,EW16/NE3,11217,4731
2021-09,WEEKDAY,7,TRAIN,SW2,6775,2015
2021-09,WEEKENDS/HOLIDAY,7,TRAIN,SW2,608,322
2021-09,WEEKDAY,18,TRAIN,CC21,8199,12445
2021-09,WEEKENDS/HOLIDAY,18,TRAIN,CC21,2708,2981
2021-09,WEEKENDS/HOLIDAY,7,TRAIN,DT6,499,1074
2021-09,WEEKDAY,7,TRAIN,DT6,5444,9521
2021-09,WEEKDAY,22,TRAIN,BP12,299,968
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,BP12,134,291
2021-09,WEEKENDS/HOLIDAY,6,TRAIN,NS16,9484,4545
2021-09,WEEKDAY,6,TRAIN,NS16,53177,28271
2021-09,WEEKENDS/HOLIDAY,13,TRAIN,NS10,12161,9156
2021-09,WEEKDAY,13,TRAIN,NS10,28631,21640
2021-09,WEEKENDS/HOLIDAY,8,TRAIN,DT8,681,581
2021-09,WEEKDAY,8,TRAIN,DT8,2485,4984
2021-09,WEEKDAY,21,TRAIN,CC14,2263,3925
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,CC14,623,1290
2021-09,WEEKDAY,13,TRAIN,NE10,11029,9206
2021-09,WEEKENDS/HOLIDAY,13,TRAIN,NE10,4040,3620
2021-09,WEEKENDS/HOLIDAY,5,TRAIN,EW31,58,68
2021-09,WEEKDAY,5,TRAIN,EW31,112,826
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,BP9,24,236
2021-09,WEEKDAY,23,TRAIN,BP9,63,500
2021-09,WEEKENDS/HOLIDAY,9,TRAIN,EW7,4449,3103
2021-09,WEEKDAY,9,TRAIN,EW7,12684,9392
2021-09,WEEKDAY,5,TRAIN,BP12,2118,115
2021-09,WEEKENDS/HOLIDAY,5,TRAIN,BP12,297,21
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,EW26,10298,4126
2021-09,WEEKDAY,10,TRAIN,EW26,22065,8211
2021-09,WEEKENDS/HOLIDAY,20,TRAIN,EW27,8496,15546
2021-09,WEEKDAY,20,TRAIN,EW27,28347,49109
2021-09,WEEKENDS/HOLIDAY,15,TRAIN,NS21/DT11,14812,14911
2021-09,WEEKDAY,15,TRAIN,NS21/DT11,34144,34769
2021-09,WEEKDAY,15,TRAIN,EW3,10924,12960
2021-09,WEEKENDS/HOLIDAY,15,TRAIN,EW3,4379,4524
2021-09,WEEKDAY,13,TRAIN,CC27,1336,1908
2021-09,WEEKENDS/HOLIDAY,13,TRAIN,CC27,516,569
2021-09,WEEKDAY,16,TRAIN,DT21,4680,2520
2021-09,WEEKENDS/HOLIDAY,16,TRAIN,DT21,1640,1140
2021-09,WEEKENDS/HOLIDAY,5,TRAIN,EW6,116,20
2021-09,WEEKDAY,5,TRAIN,EW6,1054,189
2021-09,WEEKENDS/HOLIDAY,20,TRAIN,SW1,339,369
2021-09,WEEKDAY,20,TRAIN,SW1,1289,1461
2021-09,WEEKENDS/HOLIDAY,8,TRAIN,DT13,982,1692
2021-09,WEEKDAY,8,TRAIN,DT13,4625,12358
2021-09,WEEKDAY,11,TRAIN,CC19/DT9,3975,4181
2021-09,WEEKENDS/HOLIDAY,11,TRAIN,CC19/DT9,2516,2740
2021-09,WEEKENDS/HOLIDAY,13,TRAIN,DT2,418,318
2021-09,WEEKDAY,13,TRAIN,DT2,1754,1124
2021-09,WEEKDAY,20,TRAIN,EW24/NS1,77582,28856
2021-09,WEEKENDS/HOLIDAY,20,TRAIN,EW24/NS1,24808,10228
2021-09,WEEKDAY,18,TRAIN,NS3,16864,41468
2021-09,WEEKENDS/HOLIDAY,18,TRAIN,NS3,5712,6324
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,DT18,781,85
2021-09,WEEKDAY,23,TRAIN,DT18,2769,225
2021-09,WEEKDAY,23,TRAIN,CE1/DT16,16755,1985
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,CE1/DT16,7515,822
2021-09,WEEKDAY,10,TRAIN,TE3,4023,1356
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,TE3,1540,682
2021-09,WEEKENDS/HOLIDAY,9,TRAIN,SE1,1439,559
2021-09,WEEKDAY,9,TRAIN,SE1,4558,1418
2021-09,WEEKDAY,9,TRAIN,DT3,6573,2571
2021-09,WEEKENDS/HOLIDAY,9,TRAIN,DT3,2594,1078
2021-09,WEEKENDS/HOLIDAY,17,TRAIN,PW4,694,566
2021-09,WEEKDAY,17,TRAIN,PW4,2084,2518
2021-09,WEEKDAY,13,TRAIN,DT24,2886,2570
2021-09,WEEKENDS/HOLIDAY,13,TRAIN,DT24,1248,1057
2021-09,WEEKENDS/HOLIDAY,17,TRAIN,SW5,2188,2471
2021-09,WEEKDAY,17,TRAIN,SW5,6041,8387
2021-09,WEEKENDS/HOLIDAY,17,TRAIN,CC28,1170,1094
2021-09,WEEKDAY,17,TRAIN,CC28,3570,4360
2021-09,WEEKDAY,0,TRAIN,DT29,22,361
2021-09,WEEKENDS/HOLIDAY,0,TRAIN,DT29,8,192
2021-09,WEEKDAY,22,TRAIN,CC24,5659,1057
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,CC24,695,492
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,TE1,73,77
2021-09,WEEKDAY,22,TRAIN,TE1,278,192
2021-09,WEEKDAY,23,TRAIN,DT30,365,2976
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,DT30,179,1170
2021-09,WEEKDAY,0,TRAIN,SE2,30,359
2021-09,WEEKENDS/HOLIDAY,0,TRAIN,SE2,8,192
2021-09,WEEKENDS/HOLIDAY,14,TRAIN,DT18,1516,1255
2021-09,WEEKDAY,14,TRAIN,DT18,6222,4831
2021-09,WEEKDAY,18,TRAIN,EW27,71484,94692
2021-09,WEEKENDS/HOLIDAY,18,TRAIN,EW27,13495,18094
2021-09,WEEKDAY,21,TRAIN,TE1,1008,294
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,TE1,114,157
2021-09,WEEKDAY,23,TRAIN,NS20,2686,1473
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,NS20,906,543
2021-09,WEEKDAY,12,TRAIN,BP11,2568,1745
2021-09,WEEKENDS/HOLIDAY,12,TRAIN,BP11,1211,756
2021-09,WEEKENDS/HOLIDAY,16,TRAIN,EW13/NS25,17442,14016
2021-09,WEEKDAY,16,TRAIN,EW13/NS25,28090,19909
2021-09,WEEKENDS/HOLIDAY,9,TRAIN,TE8,935,1814
2021-09,WEEKDAY,9,TRAIN,TE8,1537,3535
2021-09,WEEKDAY,22,TRAIN,BP8,863,1070
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,BP8,296,402
2021-09,WEEKDAY,12,TRAIN,PW4,1737,1337
2021-09,WEEKENDS/HOLIDAY,12,TRAIN,PW4,719,463
2021-09,WEEKDAY,7,TRAIN,DT10,6111,14105
2021-09,WEEKENDS/HOLIDAY,7,TRAIN,DT10,870,862
2021-09,WEEKDAY,18,TRAIN,DT34,6848,3953
2021-09,WEEKENDS/HOLIDAY,18,TRAIN,DT34,1109,971
2021-09,WEEKDAY,23,TRAIN,CC6,2272,350
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,CC6,1055,113
2021-09,WEEKENDS/HOLIDAY,17,TRAIN,NS13,14037,18490
2021-09,WEEKDAY,17,TRAIN,NS13,47443,74842
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,CC8,1833,1744
2021-09,WEEKDAY,10,TRAIN,CC8,5036,3673
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,TE7,184,483
2021-09,WEEKDAY,22,TRAIN,TE7,462,1273
2021-09,WEEKDAY,13,TRAIN,SW8,1931,2612
2021-09,WEEKENDS/HOLIDAY,13,TRAIN,SW8,588,555
2021-09,WEEKDAY,12,TRAIN,EW22,5035,4194
2021-09,WEEKENDS/HOLIDAY,12,TRAIN,EW22,1505,1321
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,NS2,3747,7041
2021-09,WEEKDAY,21,TRAIN,NS2,11470,21372
2021-09,WEEKENDS/HOLIDAY,19,TRAIN,TE8,2650,1721
2021-09,WEEKDAY,19,TRAIN,TE8,5225,4670
2021-09,WEEKENDS/HOLIDAY,11,TRAIN,PE3,2099,1411
2021-09,WEEKDAY,11,TRAIN,PE3,5112,3510
2021-09,WEEKDAY,23,TRAIN,NE8,4781,4978
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,NE8,2332,1952
2021-09,WEEKDAY,5,TRAIN,NS18,3435,620
2021-09,WEEKENDS/HOLIDAY,5,TRAIN,NS18,441,73
2021-09,WEEKENDS/HOLIDAY,8,TRAIN,DT28,2004,2634
2021-09,WEEKDAY,8,TRAIN,DT28,12357,25060
2021-09,WEEKENDS/HOLIDAY,8,TRAIN,DT20,469,1114
2021-09,WEEKDAY,8,TRAIN,DT20,3337,7855
2021-09,WEEKENDS/HOLIDAY,6,TRAIN,DT30,1017,337
2021-09,WEEKDAY,6,TRAIN,DT30,8737,3156
2021-09,WEEKENDS/HOLIDAY,15,TRAIN,CC21,2434,2264
2021-09,WEEKDAY,15,TRAIN,CC21,8295,7385
2021-09,WEEKDAY,16,TRAIN,EW22,8393,4996
2021-09,WEEKENDS/HOLIDAY,16,TRAIN,EW22,1352,1410
2021-09,WEEKENDS/HOLIDAY,14,TRAIN,BP5,591,456
2021-09,WEEKDAY,14,TRAIN,BP5,1593,1583
2021-09,WEEKENDS/HOLIDAY,18,TRAIN,TE1,558,350
2021-09,WEEKDAY,18,TRAIN,TE1,6610,1459
2021-09,WEEKDAY,9,TRAIN,PE2,5269,1661
2021-09,WEEKENDS/HOLIDAY,9,TRAIN,PE2,1830,589
2021-09,WEEKDAY,15,TRAIN,BP12,2055,1382
2021-09,WEEKENDS/HOLIDAY,15,TRAIN,BP12,554,386
2021-09,WEEKENDS/HOLIDAY,19,TRAIN,NS10,8111,13594
2021-09,WEEKDAY,19,TRAIN,NS10,29182,68063
2021-09,WEEKENDS/HOLIDAY,16,TRAIN,SE3,739,787
2021-09,WEEKDAY,16,TRAIN,SE3,1398,2615
2021-09,WEEKENDS/HOLIDAY,13,TRAIN,CC14,1711,1557
2021-09,WEEKDAY,13,TRAIN,CC14,6472,6599
2021-09,WEEKENDS/HOLIDAY,11,TRAIN,NS20,6025,8845
2021-09,WEEKDAY,11,TRAIN,NS20,20930,25564
2021-09,WEEKDAY,17,TRAIN,BP4,4015,2550
2021-09,WEEKENDS/HOLIDAY,17,TRAIN,BP4,499,575
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,DT29,2232,784
2021-09,WEEKDAY,10,TRAIN,DT29,5392,1761
2021-09,WEEKENDS/HOLIDAY,11,TRAIN,DT34,1097,660
2021-09,WEEKDAY,11,TRAIN,DT34,2522,1744
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,CG2,720,150
2021-09,WEEKDAY,23,TRAIN,CG2,1552,315
2021-09,WEEKDAY,18,TRAIN,CG1/DT35,25402,6040
2021-09,WEEKENDS/HOLIDAY,18,TRAIN,CG1/DT35,3272,2627
2021-09,WEEKDAY,14,TRAIN,PW6,798,1097
2021-09,WEEKENDS/HOLIDAY,14,TRAIN,PW6,345,340
2021-09,WEEKDAY,15,TRAIN,EW1,17340,21920
2021-09,WEEKENDS/HOLIDAY,15,TRAIN,EW1,7694,7332
2021-09,WEEKENDS/HOLIDAY,0,TRAIN,BP10,0,1
2021-09,WEEKDAY,10,TRAIN,SE4,3358,1927
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,SE4,1476,853
2021-09,WEEKENDS/HOLIDAY,13,TRAIN,EW11,4471,4718
2021-09,WEEKDAY,13,TRAIN,EW11,9565,10626
2021-09,WEEKDAY,11,TRAIN,SW3,1983,1338
2021-09,WEEKENDS/HOLIDAY,11,TRAIN,SW3,755,462
2021-09,WEEKENDS/HOLIDAY,6,TRAIN,EW27,9605,5354
2021-09,WEEKDAY,6,TRAIN,EW27,58677,39370
2021-09,WEEKDAY,22,TRAIN,DT34,672,1562
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,DT34,157,620
2021-09,WEEKDAY,14,TRAIN,SE1,2996,3458
2021-09,WEEKENDS/HOLIDAY,14,TRAIN,SE1,1055,1040
2021-09,WEEKDAY,7,TRAIN,TE6,8260,3591
2021-09,WEEKENDS/HOLIDAY,7,TRAIN,TE6,1038,327
2021-09,WEEKDAY,23,TRAIN,CC12,300,1142
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,CC12,129,377
2021-09,WEEKENDS/HOLIDAY,20,TRAIN,CE1/DT16,11847,4276
2021-09,WEEKDAY,20,TRAIN,CE1/DT16,21121,9616
2021-09,WEEKENDS/HOLIDAY,19,TRAIN,EW7,2826,4637
2021-09,WEEKDAY,19,TRAIN,EW7,9576,19131
2021-09,WEEKDAY,9,TRAIN,DT10,4085,1812
2021-09,WEEKENDS/HOLIDAY,9,TRAIN,DT10,1199,678
2021-09,WEEKENDS/HOLIDAY,8,TRAIN,NE4/DT19,3659,7575
2021-09,WEEKDAY,8,TRAIN,NE4/DT19,15011,44950
2021-09,WEEKENDS/HOLIDAY,20,TRAIN,DT24,660,1346
2021-09,WEEKDAY,20,TRAIN,DT24,2237,4559
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,EW12/DT14,3943,13174
2021-09,WEEKDAY,10,TRAIN,EW12/DT14,9356,31677
2021-09,WEEKDAY,8,TRAIN,CG1/DT35,2103,27647
2021-09,WEEKENDS/HOLIDAY,8,TRAIN,CG1/DT35,680,2160
2021-09,WEEKENDS/HOLIDAY,13,TRAIN,NE13,7377,6534
2021-09,WEEKDAY,13,TRAIN,NE13,15495,13885
2021-09,WEEKDAY,23,TRAIN,EW19,1159,3470
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,EW19,473,1358
2021-09,WEEKDAY,0,TRAIN,EW13/NS25,292,60
2021-09,WEEKENDS/HOLIDAY,0,TRAIN,EW13/NS25,117,29
2021-09,WEEKDAY,5,TRAIN,PW3,119,37
2021-09,WEEKENDS/HOLIDAY,5,TRAIN,PW3,12,2
2021-09,WEEKDAY,19,TRAIN,CC5,5218,3019
2021-09,WEEKENDS/HOLIDAY,19,TRAIN,CC5,1887,994
2021-09,WEEKDAY,5,TRAIN,EW3,4120,283
2021-09,WEEKENDS/HOLIDAY,5,TRAIN,EW3,709,29
2021-09,WEEKDAY,10,TRAIN,DT21,1332,4565
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,DT21,628,1617
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,PE3,482,1229
2021-09,WEEKDAY,21,TRAIN,PE3,1733,3643
2021-09,WEEKDAY,10,TRAIN,NE5,2008,10549
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,NE5,789,2900
2021-09,WEEKENDS/HOLIDAY,19,TRAIN,NE14,5723,9557
2021-09,WEEKDAY,19,TRAIN,NE14,18248,43386
2021-09,WEEKENDS/HOLIDAY,5,TRAIN,DT27,88,22
2021-09,WEEKDAY,5,TRAIN,DT27,471,184
2021-09,WEEKDAY,21,TRAIN,PE6,3286,3498
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,PE6,1116,1054
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,CC16,749,1309
2021-09,WEEKDAY,22,TRAIN,CC16,2109,3522
2021-09,WEEKDAY,17,TRAIN,PW5,1979,3035
2021-09,WEEKENDS/HOLIDAY,17,TRAIN,PW5,604,897
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,EW30,175,174
2021-09,WEEKDAY,22,TRAIN,EW30,669,326
2021-09,WEEKENDS/HOLIDAY,8,TRAIN,DT17,498,1063
2021-09,WEEKDAY,8,TRAIN,DT17,2307,32330
2021-09,WEEKDAY,12,TRAIN,SW7,2503,1789
2021-09,WEEKENDS/HOLIDAY,12,TRAIN,SW7,890,586
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,NS10,1214,7511
2021-09,WEEKDAY,23,TRAIN,NS10,2819,18427
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,EW13/NS25,4911,342
2021-09,WEEKDAY,23,TRAIN,EW13/NS25,11384,834
2021-09,WEEKDAY,7,TRAIN,EW23,55652,75876
2021-09,WEEKENDS/HOLIDAY,7,TRAIN,EW23,7500,8231
2021-09,WEEKDAY,18,TRAIN,SW4,1460,2090
2021-09,WEEKENDS/HOLIDAY,18,TRAIN,SW4,405,532
2021-09,WEEKDAY,0,TRAIN,EW3,54,999
2021-09,WEEKENDS/HOLIDAY,0,TRAIN,EW3,18,370
2021-09,WEEKDAY,12,TRAIN,NE8,12580,18056
2021-09,WEEKENDS/HOLIDAY,12,TRAIN,NE8,7380,9510
2021-09,WEEKDAY,19,TRAIN,CC2,3908,1753
2021-09,WEEKENDS/HOLIDAY,19,TRAIN,CC2,861,431
2021-09,WEEKENDS/HOLIDAY,9,TRAIN,CC5,531,747
2021-09,WEEKDAY,9,TRAIN,CC5,2025,5831
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,EW9,1033,2334
2021-09,WEEKDAY,23,TRAIN,EW9,2238,5845
2021-09,WEEKDAY,10,TRAIN,DT20,1577,3552
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,DT20,799,1473
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,NE15,1354,5972
2021-09,WEEKDAY,21,TRAIN,NE15,3480,18110
2021-09,WEEKDAY,10,TRAIN,PW1,169,570
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,PW1,256,477
2021-09,WEEKDAY,14,TRAIN,BP11,1930,2285
2021-09,WEEKENDS/HOLIDAY,14,TRAIN,BP11,825,827
2021-09,WEEKENDS/HOLIDAY,15,TRAIN,SW5,2090,2112
2021-09,WEEKDAY,15,TRAIN,SW5,5484,6396
2021-09,WEEKENDS/HOLIDAY,6,TRAIN,BP8,346,219
2021-09,WEEKDAY,6,TRAIN,BP8,4445,2496
2021-09,WEEKENDS/HOLIDAY,17,TRAIN,EW23,13079,13756
2021-09,WEEKDAY,17,TRAIN,EW23,57191,48557
2021-09,WEEKDAY,10,TRAIN,CC10/DT26,9001,8153
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,CC10/DT26,4048,2807
2021-09,WEEKENDS/HOLIDAY,11,TRAIN,NE5,1283,3163
2021-09,WEEKDAY,11,TRAIN,NE5,2838,6708
2021-09,WEEKENDS/HOLIDAY,8,TRAIN,PW7,589,284
2021-09,WEEKDAY,8,TRAIN,PW7,3436,1531
2021-09,WEEKDAY,18,TRAIN,EW17,30918,42787
2021-09,WEEKENDS/HOLIDAY,18,TRAIN,EW17,6956,8171
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,NS17/CC15,1924,2902
2021-09,WEEKDAY,21,TRAIN,NS17/CC15,5726,8541
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,EW19,1170,2347
2021-09,WEEKDAY,22,TRAIN,EW19,2928,6458
2021-09,WEEKDAY,0,TRAIN,CC17/TE9,21,210
2021-09,WEEKENDS/HOLIDAY,0,TRAIN,CC17/TE9,3,105
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,CC10/DT26,1493,3574
2021-09,WEEKDAY,21,TRAIN,CC10/DT26,5357,10137
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,NS9/TE2,12080,10590
2021-09,WEEKDAY,10,TRAIN,NS9/TE2,27839,24427
2021-09,WEEKENDS/HOLIDAY,16,TRAIN,CC6,3069,3344
2021-09,WEEKDAY,16,TRAIN,CC6,5584,5810
2021-09,WEEKDAY,12,TRAIN,EW1,19884,13410
2021-09,WEEKENDS/HOLIDAY,12,TRAIN,EW1,9244,6276
2021-09,WEEKDAY,5,TRAIN,NS20,824,1679
2021-09,WEEKENDS/HOLIDAY,5,TRAIN,NS20,91,193
2021-09,WEEKDAY,12,TRAIN,TE4,2568,2388
2021-09,WEEKENDS/HOLIDAY,12,TRAIN,TE4,1495,1396
2021-09,WEEKENDS/HOLIDAY,15,TRAIN,EW32,755,252
2021-09,WEEKDAY,15,TRAIN,EW32,2444,475
2021-09,WEEKENDS/HOLIDAY,19,TRAIN,NS13,11619,17458
2021-09,WEEKDAY,19,TRAIN,NS13,33227,83183
2021-09,WEEKENDS/HOLIDAY,11,TRAIN,SW1,394,420
2021-09,WEEKDAY,11,TRAIN,SW1,1667,1718
2021-09,WEEKDAY,10,TRAIN,DT30,5518,1635
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,DT30,2292,896
2021-09,WEEKENDS/HOLIDAY,8,TRAIN,EW6,2889,2213
2021-09,WEEKDAY,8,TRAIN,EW6,14963,10016
2021-09,WEEKDAY,20,TRAIN,NE1/CC29,37836,12116
2021-09,WEEKENDS/HOLIDAY,20,TRAIN,NE1/CC29,17469,4958
2021-09,WEEKENDS/HOLIDAY,12,TRAIN,NS22,16083,25678
2021-09,WEEKDAY,12,TRAIN,NS22,24463,50218
2021-09,WEEKENDS/HOLIDAY,17,TRAIN,CC12,1370,1118
2021-09,WEEKDAY,17,TRAIN,CC12,6452,3792
2021-09,WEEKDAY,11,TRAIN,NE4/DT19,20413,39637
2021-09,WEEKENDS/HOLIDAY,11,TRAIN,NE4/DT19,8482,16726
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,NS7,1191,1001
2021-09,WEEKDAY,10,TRAIN,NS7,3836,3589
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,DT23,390,758
2021-09,WEEKDAY,10,TRAIN,DT23,1051,2663
2021-09,WEEKENDS/HOLIDAY,8,TRAIN,CC25,1385,1317
2021-09,WEEKDAY,8,TRAIN,CC25,6405,13092
2021-09,WEEKDAY,18,TRAIN,NS4/BP1,47286,77794
2021-09,WEEKENDS/HOLIDAY,18,TRAIN,NS4/BP1,9933,12965
2021-09,WEEKDAY,17,TRAIN,EW7,14117,16594
2021-09,WEEKENDS/HOLIDAY,17,TRAIN,EW7,3961,4371
2021-09,WEEKDAY,13,TRAIN,EW7,8850,9365
2021-09,WEEKENDS/HOLIDAY,13,TRAIN,EW7,4457,3960
2021-09,WEEKDAY,6,TRAIN,SW5,9562,1740
2021-09,WEEKENDS/HOLIDAY,6,TRAIN,SW5,1085,307
2021-09,WEEKDAY,22,TRAIN,NE5,12332,1293
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,NE5,4912,626
2021-09,WEEKENDS/HOLIDAY,7,TRAIN,DT27,1089,1552
2021-09,WEEKDAY,7,TRAIN,DT27,7030,16209
2021-09,WEEKDAY,10,TRAIN,CC25,4491,4055
2021-09,WEEKENDS/HOLIDAY,10,TRAIN,CC25,1432,1346
2021-09,WEEKDAY,22,TRAIN,CC17/TE9,821,2342
2021-09,WEEKENDS/HOLIDAY,22,TRAIN,CC17/TE9,347,841
2021-09,WEEKDAY,23,TRAIN,NE1/CC29,12288,2100
2021-09,WEEKENDS/HOLIDAY,23,TRAIN,NE1/CC29,5943,907
2021-09,WEEKDAY,6,TRAIN,DT31,8490,2688
2021-09,WEEKENDS/HOLIDAY,6,TRAIN,DT31,1180,338
2021-09,WEEKDAY,9,TRAIN,CC26,1726,6188
2021-09,WEEKENDS/HOLIDAY,9,TRAIN,CC26,578,682
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,PE2,295,1518
2021-09,WEEKDAY,21,TRAIN,PE2,746,4385
2021-09,WEEKDAY,5,TRAIN,EW17,4527,312
2021-09,WEEKENDS/HOLIDAY,5,TRAIN,EW17,442,35
2021-09,WEEKENDS/HOLIDAY,21,TRAIN,CC6,3272,564
2021-09,WEEKDAY,21,TRAIN,CC6,8193,1396
