YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2021-07,WEEKDAY,15,TRAIN,CC14,8611,5771
2021-07,WEEKENDS/HOLIDAY,14,TRAIN,CC16,2193,2024
2021-07,WEEKDAY,14,TRAIN,CC16,10043,5808
2021-07,WEEKDAY,10,TRAIN,EW11,9083,11522
2021-07,WEEKENDS/HOLIDAY,10,TRAIN,EW11,4242,4855
2021-07,WEEKDAY,6,TRAIN,NS24/NE6/CC1,2903,7673
2021-07,WEEKENDS/HOLIDAY,6,TRAIN,NS24/NE6/CC1,817,1950
2021-07,WEEKENDS/HOLIDAY,0,TRAIN,EW19,15,97
2021-07,WEEKDAY,0,TRAIN,EW19,41,146
2021-07,WEEKDAY,10,TRAIN,CC22/EW21,7197,10800
2021-07,WEEKENDS/HOLIDAY,10,TRAIN,CC22/EW21,3804,4029
2021-07,WEEKDAY,8,TRAIN,CC8,6934,6496
2021-07,WEEKENDS/HOLIDAY,8,TRAIN,CC8,1923,1545
2021-07,WEEKENDS/HOLIDAY,17,TRAIN,NE7/DT12,10696,10496
2021-07,WEEKDAY,17,TRAIN,NE7/DT12,25612,17813
2021-07,WEEKENDS/HOLIDAY,17,TRAIN,EW33,1303,811
2021-07,WEEKDAY,17,TRAIN,EW33,7662,1190
2021-07,WEEKDAY,0,TRAIN,NS8,356,1761
2021-07,WEEKENDS/HOLIDAY,0,TRAIN,NS8,213,804
2021-07,WEEKDAY,18,TRAIN,NS14,28660,60632
2021-07,WEEKENDS/HOLIDAY,18,TRAIN,NS14,8892,11735
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,EW17,8919,8361
2021-07,WEEKDAY,12,TRAIN,EW17,14806,14964
2021-07,WEEKDAY,0,TRAIN,NE17/PTC,175,1506
2021-07,WEEKENDS/HOLIDAY,0,TRAIN,NE17/PTC,95,847
2021-07,WEEKENDS/HOLIDAY,13,TRAIN,BP12,812,574
2021-07,WEEKDAY,13,TRAIN,BP12,4502,1356
2021-07,WEEKDAY,14,TRAIN,NS17/CC15,18250,7367
2021-07,WEEKENDS/HOLIDAY,14,TRAIN,NS17/CC15,5528,3192
2021-07,WEEKENDS/HOLIDAY,16,TRAIN,CC10/DT26,4476,4034
2021-07,WEEKDAY,16,TRAIN,CC10/DT26,10292,9302
2021-07,WEEKENDS/HOLIDAY,6,TRAIN,DT28,1294,792
2021-07,WEEKDAY,6,TRAIN,DT28,8664,5888
2021-07,WEEKDAY,5,TRAIN,DT7,118,119
2021-07,WEEKENDS/HOLIDAY,5,TRAIN,DT7,29,6
2021-07,WEEKDAY,11,TRAIN,PW5,1498,1227
2021-07,WEEKENDS/HOLIDAY,11,TRAIN,PW5,994,584
2021-07,WEEKENDS/HOLIDAY,18,TRAIN,BP3,1265,1712
2021-07,WEEKDAY,18,TRAIN,BP3,3276,7955
2021-07,WEEKDAY,22,TRAIN,CC28,776,2206
2021-07,WEEKENDS/HOLIDAY,22,TRAIN,CC28,467,1106
2021-07,WEEKDAY,13,TRAIN,SW6,4398,4218
2021-07,WEEKENDS/HOLIDAY,13,TRAIN,SW6,1143,1003
2021-07,WEEKDAY,17,TRAIN,NE12/CC13,22793,29249
2021-07,WEEKENDS/HOLIDAY,17,TRAIN,NE12/CC13,10442,11272
2021-07,WEEKDAY,8,TRAIN,NS21/DT11,42769,55695
2021-07,WEEKENDS/HOLIDAY,8,TRAIN,NS21/DT11,11075,12973
2021-07,WEEKENDS/HOLIDAY,0,TRAIN,NE16/STC,113,787
2021-07,WEEKDAY,0,TRAIN,NE16/STC,235,1542
2021-07,WEEKENDS/HOLIDAY,17,TRAIN,DT21,1815,1255
2021-07,WEEKDAY,17,TRAIN,DT21,6428,2553
2021-07,WEEKENDS/HOLIDAY,19,TRAIN,NE12/CC13,8294,10073
2021-07,WEEKDAY,19,TRAIN,NE12/CC13,20012,29642
2021-07,WEEKDAY,6,TRAIN,EW31,641,9162
2021-07,WEEKENDS/HOLIDAY,6,TRAIN,EW31,306,2059
2021-07,WEEKDAY,15,TRAIN,EW7,7165,10307
2021-07,WEEKENDS/HOLIDAY,15,TRAIN,EW7,4266,4531
2021-07,WEEKDAY,21,TRAIN,CC24,8060,927
2021-07,WEEKENDS/HOLIDAY,21,TRAIN,CC24,2326,512
2021-07,WEEKDAY,12,TRAIN,EW8/CC9,21904,28465
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,EW8/CC9,18253,19496
2021-07,WEEKENDS/HOLIDAY,20,TRAIN,BP5,477,572
2021-07,WEEKDAY,20,TRAIN,BP5,1230,1390
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,EW15,5333,7223
2021-07,WEEKDAY,12,TRAIN,EW15,12964,15555
2021-07,WEEKDAY,7,TRAIN,SW4,2966,1444
2021-07,WEEKENDS/HOLIDAY,7,TRAIN,SW4,334,287
2021-07,WEEKDAY,22,TRAIN,DT33,2210,11609
2021-07,WEEKENDS/HOLIDAY,22,TRAIN,DT33,1067,5334
2021-07,WEEKENDS/HOLIDAY,11,TRAIN,EW24/NS1,14211,27414
2021-07,WEEKDAY,11,TRAIN,EW24/NS1,23817,42248
2021-07,WEEKENDS/HOLIDAY,23,TRAIN,CC23,202,63
2021-07,WEEKDAY,23,TRAIN,CC23,818,177
2021-07,WEEKDAY,22,TRAIN,DT13,2797,1995
2021-07,WEEKENDS/HOLIDAY,22,TRAIN,DT13,1190,956
2021-07,WEEKENDS/HOLIDAY,23,TRAIN,NE14,708,4627
2021-07,WEEKDAY,23,TRAIN,NE14,1305,9206
2021-07,WEEKDAY,22,TRAIN,NS9/TE2,13152,23454
2021-07,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,6871,11636
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,DT22,1757,2377
2021-07,WEEKDAY,12,TRAIN,DT22,3062,3402
2021-07,WEEKENDS/HOLIDAY,18,TRAIN,DT28,2638,2700
2021-07,WEEKDAY,18,TRAIN,DT28,20682,11732
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,DT34,1383,924
2021-07,WEEKDAY,12,TRAIN,DT34,2399,1995
2021-07,WEEKDAY,9,TRAIN,SW7,2766,1054
2021-07,WEEKENDS/HOLIDAY,9,TRAIN,SW7,1146,475
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,16002,13621
2021-07,WEEKDAY,12,TRAIN,NE17/PTC,25634,23618
2021-07,WEEKENDS/HOLIDAY,19,TRAIN,NE8,11318,11598
2021-07,WEEKDAY,19,TRAIN,NE8,18252,24399
2021-07,WEEKENDS/HOLIDAY,21,TRAIN,EW25,1166,2581
2021-07,WEEKDAY,21,TRAIN,EW25,2093,6915
2021-07,WEEKDAY,16,TRAIN,CC2,2482,1301
2021-07,WEEKENDS/HOLIDAY,16,TRAIN,CC2,1151,852
2021-07,WEEKENDS/HOLIDAY,14,TRAIN,CC12,1256,1171
2021-07,WEEKDAY,14,TRAIN,CC12,13270,3812
2021-07,WEEKDAY,16,TRAIN,NS20,39728,15184
2021-07,WEEKENDS/HOLIDAY,16,TRAIN,NS20,9329,6235
2021-07,WEEKENDS/HOLIDAY,21,TRAIN,NS13,11864,18265
2021-07,WEEKDAY,21,TRAIN,NS13,24428,41881
2021-07,WEEKDAY,5,TRAIN,NS13,22453,3347
2021-07,WEEKENDS/HOLIDAY,5,TRAIN,NS13,5091,659
2021-07,WEEKENDS/HOLIDAY,5,TRAIN,PW6,129,1
2021-07,WEEKDAY,5,TRAIN,PW6,484,4
2021-07,WEEKDAY,13,TRAIN,CC21,5129,5495
2021-07,WEEKENDS/HOLIDAY,13,TRAIN,CC21,2832,3000
2021-07,WEEKDAY,14,TRAIN,PE7,2509,3917
2021-07,WEEKENDS/HOLIDAY,14,TRAIN,PE7,1299,1251
2021-07,WEEKDAY,10,TRAIN,CC20,2720,2433
2021-07,WEEKENDS/HOLIDAY,10,TRAIN,CC20,1885,1314
2021-07,WEEKDAY,0,TRAIN,CG2,15,8
2021-07,WEEKENDS/HOLIDAY,0,TRAIN,CG2,11,2
2021-07,WEEKDAY,16,TRAIN,NE5,7014,4848
2021-07,WEEKENDS/HOLIDAY,16,TRAIN,NE5,2917,3004
2021-07,WEEKENDS/HOLIDAY,11,TRAIN,NE16/STC,16193,12724
2021-07,WEEKDAY,11,TRAIN,NE16/STC,27082,21024
2021-07,WEEKENDS/HOLIDAY,13,TRAIN,EW9,6897,6382
2021-07,WEEKDAY,13,TRAIN,EW9,17092,9495
2021-07,WEEKDAY,16,TRAIN,NS14,16254,25460
2021-07,WEEKENDS/HOLIDAY,16,TRAIN,NS14,8050,9181
2021-07,WEEKENDS/HOLIDAY,11,TRAIN,NS15,5141,2960
2021-07,WEEKDAY,11,TRAIN,NS15,16954,11409
2021-07,WEEKDAY,5,TRAIN,CC22/EW21,1858,955
2021-07,WEEKENDS/HOLIDAY,5,TRAIN,CC22/EW21,369,107
2021-07,WEEKENDS/HOLIDAY,11,TRAIN,BP4,725,408
2021-07,WEEKDAY,11,TRAIN,BP4,3642,1453
2021-07,WEEKDAY,11,TRAIN,NS27/CE2,1007,881
2021-07,WEEKENDS/HOLIDAY,11,TRAIN,NS27/CE2,807,1665
2021-07,WEEKDAY,9,TRAIN,NS17/CC15,17206,5400
2021-07,WEEKENDS/HOLIDAY,9,TRAIN,NS17/CC15,6334,2284
2021-07,WEEKDAY,6,TRAIN,EW10,13916,2864
2021-07,WEEKENDS/HOLIDAY,6,TRAIN,EW10,2778,825
2021-07,WEEKDAY,8,TRAIN,NS28,1037,2668
2021-07,WEEKENDS/HOLIDAY,8,TRAIN,NS28,364,1675
2021-07,WEEKDAY,7,TRAIN,EW33,2073,10974
2021-07,WEEKENDS/HOLIDAY,7,TRAIN,EW33,1080,2152
2021-07,WEEKDAY,18,TRAIN,BP12,2424,4915
2021-07,WEEKENDS/HOLIDAY,18,TRAIN,BP12,547,646
2021-07,WEEKDAY,0,TRAIN,EW14/NS26,229,49
2021-07,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,83,31
2021-07,WEEKDAY,17,TRAIN,CC6,5471,5013
2021-07,WEEKENDS/HOLIDAY,17,TRAIN,CC6,3574,3532
2021-07,WEEKDAY,8,TRAIN,NE8,14668,21475
2021-07,WEEKENDS/HOLIDAY,8,TRAIN,NE8,4715,6671
2021-07,WEEKENDS/HOLIDAY,20,TRAIN,CC7,1213,2007
2021-07,WEEKDAY,20,TRAIN,CC7,2386,4267
2021-07,WEEKDAY,20,TRAIN,NS3,6597,20160
2021-07,WEEKENDS/HOLIDAY,20,TRAIN,NS3,3441,7444
2021-07,WEEKDAY,10,TRAIN,SE3,2122,870
2021-07,WEEKENDS/HOLIDAY,10,TRAIN,SE3,1326,417
2021-07,WEEKENDS/HOLIDAY,9,TRAIN,EW16/NE3,3842,5309
2021-07,WEEKDAY,9,TRAIN,EW16/NE3,11947,34535
2021-07,WEEKDAY,18,TRAIN,NE16/STC,39015,72161
2021-07,WEEKENDS/HOLIDAY,18,TRAIN,NE16/STC,14276,19176
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,TE3,1337,621
2021-07,WEEKDAY,12,TRAIN,TE3,4054,1189
2021-07,WEEKENDS/HOLIDAY,5,TRAIN,EW15,135,62
2021-07,WEEKDAY,5,TRAIN,EW15,594,736
2021-07,WEEKDAY,18,TRAIN,NS7,13545,6106
2021-07,WEEKENDS/HOLIDAY,18,TRAIN,NS7,2388,2910
2021-07,WEEKENDS/HOLIDAY,0,TRAIN,NS15,180,325
2021-07,WEEKDAY,0,TRAIN,NS15,344,663
2021-07,WEEKDAY,15,TRAIN,NS15,27155,12120
2021-07,WEEKENDS/HOLIDAY,15,TRAIN,NS15,4526,4079
2021-07,WEEKENDS/HOLIDAY,22,TRAIN,DT7,569,381
2021-07,WEEKDAY,22,TRAIN,DT7,1255,805
2021-07,WEEKDAY,15,TRAIN,PW4,843,1514
2021-07,WEEKENDS/HOLIDAY,15,TRAIN,PW4,629,611
2021-07,WEEKENDS/HOLIDAY,15,TRAIN,EW23,13474,13474
2021-07,WEEKDAY,15,TRAIN,EW23,33851,28287
2021-07,WEEKENDS/HOLIDAY,20,TRAIN,NE8,10755,8291
2021-07,WEEKDAY,20,TRAIN,NE8,15859,16547
2021-07,WEEKDAY,19,TRAIN,EW33,4335,2315
2021-07,WEEKENDS/HOLIDAY,19,TRAIN,EW33,1139,1323
2021-07,WEEKDAY,6,TRAIN,CC16,7490,3787
2021-07,WEEKENDS/HOLIDAY,6,TRAIN,CC16,1077,731
2021-07,WEEKDAY,11,TRAIN,BP12,1494,872
2021-07,WEEKENDS/HOLIDAY,11,TRAIN,BP12,920,642
2021-07,WEEKENDS/HOLIDAY,13,TRAIN,NE17/PTC,15773,15369
2021-07,WEEKDAY,13,TRAIN,NE17/PTC,29664,30488
2021-07,WEEKDAY,7,TRAIN,BP5,4997,3818
2021-07,WEEKENDS/HOLIDAY,7,TRAIN,BP5,625,351
2021-07,WEEKENDS/HOLIDAY,8,TRAIN,SW6,1186,456
2021-07,WEEKDAY,8,TRAIN,SW6,4904,1986
2021-07,WEEKENDS/HOLIDAY,16,TRAIN,EW4,4059,3676
2021-07,WEEKDAY,16,TRAIN,EW4,12553,8728
2021-07,WEEKENDS/HOLIDAY,14,TRAIN,CC2,867,1075
2021-07,WEEKDAY,14,TRAIN,CC2,1486,1745
2021-07,WEEKDAY,12,TRAIN,NE14,20821,14490
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,NE14,11332,7846
2021-07,WEEKENDS/HOLIDAY,20,TRAIN,NE4/DT19,18507,7295
2021-07,WEEKDAY,20,TRAIN,NE4/DT19,37456,14636
2021-07,WEEKENDS/HOLIDAY,0,TRAIN,SE5,11,87
2021-07,WEEKDAY,0,TRAIN,SE5,18,172
2021-07,WEEKENDS/HOLIDAY,23,TRAIN,EW6,383,1411
2021-07,WEEKDAY,23,TRAIN,EW6,674,2989
2021-07,WEEKDAY,12,TRAIN,CC4/DT15,4599,8804
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,CC4/DT15,2088,5336
2021-07,WEEKENDS/HOLIDAY,15,TRAIN,NE4/DT19,18970,17282
2021-07,WEEKDAY,15,TRAIN,NE4/DT19,32535,28281
2021-07,WEEKDAY,8,TRAIN,SW1,1769,4345
2021-07,WEEKENDS/HOLIDAY,8,TRAIN,SW1,413,440
2021-07,WEEKENDS/HOLIDAY,9,TRAIN,NS10,18775,7947
2021-07,WEEKDAY,9,TRAIN,NS10,44705,20058
2021-07,WEEKDAY,21,TRAIN,CG1/DT35,7163,1008
2021-07,WEEKENDS/HOLIDAY,21,TRAIN,CG1/DT35,3476,526
2021-07,WEEKDAY,13,TRAIN,NS21/DT11,32223,34274
2021-07,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,17680,18113
2021-07,WEEKDAY,7,TRAIN,CC23,2864,18488
2021-07,WEEKENDS/HOLIDAY,7,TRAIN,CC23,1014,2808
2021-07,WEEKDAY,16,TRAIN,SW1,2770,1475
2021-07,WEEKENDS/HOLIDAY,16,TRAIN,SW1,773,396
2021-07,WEEKENDS/HOLIDAY,20,TRAIN,NE15,2127,7029
2021-07,WEEKDAY,20,TRAIN,NE15,4304,17881
2021-07,WEEKENDS/HOLIDAY,13,TRAIN,EW29,3994,2425
2021-07,WEEKDAY,13,TRAIN,EW29,6176,4384
2021-07,WEEKDAY,13,TRAIN,EW30,962,361
2021-07,WEEKENDS/HOLIDAY,13,TRAIN,EW30,666,150
2021-07,WEEKENDS/HOLIDAY,7,TRAIN,EW32,1255,4506
2021-07,WEEKDAY,7,TRAIN,EW32,2365,23905
2021-07,WEEKDAY,7,TRAIN,NE14,52243,27676
2021-07,WEEKENDS/HOLIDAY,7,TRAIN,NE14,8285,3954
2021-07,WEEKENDS/HOLIDAY,13,TRAIN,SE3,1062,1026
2021-07,WEEKDAY,13,TRAIN,SE3,3344,2856
2021-07,WEEKDAY,20,TRAIN,EW30,6096,611
2021-07,WEEKENDS/HOLIDAY,20,TRAIN,EW30,876,461
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,NS17/CC15,6496,2801
2021-07,WEEKDAY,12,TRAIN,NS17/CC15,11768,5664
2021-07,WEEKDAY,15,TRAIN,EW26,17462,18735
2021-07,WEEKENDS/HOLIDAY,15,TRAIN,EW26,8386,8562
2021-07,WEEKDAY,9,TRAIN,EW23,24319,31772
2021-07,WEEKENDS/HOLIDAY,9,TRAIN,EW23,11321,11177
2021-07,WEEKDAY,21,TRAIN,DT34,1232,1920
2021-07,WEEKENDS/HOLIDAY,21,TRAIN,DT34,326,934
2021-07,WEEKDAY,20,TRAIN,DT5,5637,6859
2021-07,WEEKENDS/HOLIDAY,20,TRAIN,DT5,2489,3002
2021-07,WEEKENDS/HOLIDAY,15,TRAIN,DT22,1864,2591
2021-07,WEEKDAY,15,TRAIN,DT22,3244,3874
2021-07,WEEKENDS/HOLIDAY,21,TRAIN,CC27,612,136
2021-07,WEEKDAY,21,TRAIN,CC27,1659,276
2021-07,WEEKENDS/HOLIDAY,15,TRAIN,SE4,1039,1078
2021-07,WEEKDAY,15,TRAIN,SE4,1899,3131
2021-07,WEEKENDS/HOLIDAY,19,TRAIN,PW6,181,460
2021-07,WEEKDAY,19,TRAIN,PW6,577,1616
2021-07,WEEKDAY,8,TRAIN,NE10,14189,19308
2021-07,WEEKENDS/HOLIDAY,8,TRAIN,NE10,3536,3463
2021-07,WEEKDAY,15,TRAIN,NS5,17010,22406
2021-07,WEEKENDS/HOLIDAY,15,TRAIN,NS5,8309,9332
2021-07,WEEKDAY,11,TRAIN,DT13,3032,6379
2021-07,WEEKENDS/HOLIDAY,11,TRAIN,DT13,1585,3390
2021-07,WEEKDAY,20,TRAIN,DT27,4629,4150
2021-07,WEEKENDS/HOLIDAY,20,TRAIN,DT27,1171,1838
2021-07,WEEKDAY,20,TRAIN,SW3,628,2179
2021-07,WEEKENDS/HOLIDAY,20,TRAIN,SW3,373,845
2021-07,WEEKENDS/HOLIDAY,14,TRAIN,EW16/NE3,5306,3670
2021-07,WEEKDAY,14,TRAIN,EW16/NE3,16115,18566
2021-07,WEEKDAY,7,TRAIN,DT33,38269,15734
2021-07,WEEKENDS/HOLIDAY,7,TRAIN,DT33,5163,1835
2021-07,WEEKDAY,0,TRAIN,DT24,7,216
2021-07,WEEKENDS/HOLIDAY,0,TRAIN,DT24,9,116
2021-07,WEEKDAY,0,TRAIN,NS18,141,673
2021-07,WEEKENDS/HOLIDAY,0,TRAIN,NS18,61,328
2021-07,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,7916,1785
2021-07,WEEKDAY,22,TRAIN,NS24/NE6/CC1,16459,3423
2021-07,WEEKDAY,21,TRAIN,EW3,6354,11124
2021-07,WEEKENDS/HOLIDAY,21,TRAIN,EW3,2864,5057
2021-07,WEEKENDS/HOLIDAY,19,TRAIN,EW26,8015,11908
2021-07,WEEKDAY,19,TRAIN,EW26,18736,43689
2021-07,WEEKDAY,6,TRAIN,BP3,10104,1065
2021-07,WEEKENDS/HOLIDAY,6,TRAIN,BP3,1327,208
2021-07,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,14506,22310
2021-07,WEEKDAY,13,TRAIN,EW12/DT14,22507,29902
2021-07,WEEKENDS/HOLIDAY,8,TRAIN,CG2,1310,2294
2021-07,WEEKDAY,8,TRAIN,CG2,2807,8837
2021-07,WEEKENDS/HOLIDAY,20,TRAIN,NE13,4321,6084
2021-07,WEEKDAY,20,TRAIN,NE13,10062,14087
2021-07,WEEKDAY,19,TRAIN,NS17/CC15,10908,11912
2021-07,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,3735,3421
2021-07,WEEKENDS/HOLIDAY,23,TRAIN,CC17,98,361
2021-07,WEEKDAY,23,TRAIN,CC17,157,804
2021-07,WEEKDAY,10,TRAIN,DT18,2325,9822
2021-07,WEEKENDS/HOLIDAY,10,TRAIN,DT18,589,1831
2021-07,WEEKDAY,19,TRAIN,EW23,37218,40866
2021-07,WEEKENDS/HOLIDAY,19,TRAIN,EW23,12249,13429
2021-07,WEEKENDS/HOLIDAY,14,TRAIN,EW15,6261,5868
2021-07,WEEKDAY,14,TRAIN,EW15,14587,13426
2021-07,WEEKDAY,23,TRAIN,EW12/DT14,7366,2167
2021-07,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,3733,1081
2021-07,WEEKENDS/HOLIDAY,10,TRAIN,NS4/BP1,10932,8475
2021-07,WEEKDAY,10,TRAIN,NS4/BP1,20784,16063
2021-07,WEEKDAY,22,TRAIN,NS5,5756,16327
2021-07,WEEKENDS/HOLIDAY,22,TRAIN,NS5,3193,7543
2021-07,WEEKENDS/HOLIDAY,22,TRAIN,SE3,122,1007
2021-07,WEEKDAY,22,TRAIN,SE3,235,1946
2021-07,WEEKDAY,7,TRAIN,NS15,30185,62057
2021-07,WEEKENDS/HOLIDAY,7,TRAIN,NS15,4925,4142
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,EW30,1052,162
2021-07,WEEKDAY,12,TRAIN,EW30,1264,595
2021-07,WEEKDAY,12,TRAIN,NE11,3205,2523
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,NE11,2043,1356
2021-07,WEEKDAY,8,TRAIN,PE5,7415,2750
2021-07,WEEKENDS/HOLIDAY,8,TRAIN,PE5,1940,657
2021-07,WEEKDAY,9,TRAIN,CC11,3250,25220
2021-07,WEEKENDS/HOLIDAY,9,TRAIN,CC11,1213,3868
2021-07,WEEKDAY,0,TRAIN,SE1,23,222
2021-07,WEEKENDS/HOLIDAY,0,TRAIN,SE1,10,111
2021-07,WEEKDAY,0,TRAIN,NE15,35,636
2021-07,WEEKENDS/HOLIDAY,0,TRAIN,NE15,18,353
2021-07,WEEKDAY,6,TRAIN,EW5,33204,13501
2021-07,WEEKENDS/HOLIDAY,6,TRAIN,EW5,6567,2651
2021-07,WEEKDAY,16,TRAIN,EW30,5252,242
2021-07,WEEKENDS/HOLIDAY,16,TRAIN,EW30,1587,160
2021-07,WEEKDAY,9,TRAIN,BP8,1270,1619
2021-07,WEEKENDS/HOLIDAY,9,TRAIN,BP8,538,619
2021-07,WEEKDAY,12,TRAIN,NS14,21010,12949
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,NS14,10480,6963
2021-07,WEEKDAY,14,TRAIN,SE4,2353,3022
2021-07,WEEKENDS/HOLIDAY,14,TRAIN,SE4,1287,1122
2021-07,WEEKDAY,23,TRAIN,EW11,1890,2608
2021-07,WEEKENDS/HOLIDAY,23,TRAIN,EW11,904,1312
2021-07,WEEKENDS/HOLIDAY,6,TRAIN,BP13,560,123
2021-07,WEEKDAY,6,TRAIN,BP13,4690,484
2021-07,WEEKENDS/HOLIDAY,23,TRAIN,EW8/CC9,2688,2661
2021-07,WEEKDAY,23,TRAIN,EW8/CC9,6623,5228
2021-07,WEEKENDS/HOLIDAY,9,TRAIN,SW2,1474,743
2021-07,WEEKDAY,9,TRAIN,SW2,3222,1790
2021-07,WEEKENDS/HOLIDAY,21,TRAIN,CC4/DT15,8367,694
2021-07,WEEKDAY,21,TRAIN,CC4/DT15,14361,1173
2021-07,WEEKDAY,13,TRAIN,CC19/DT9,3693,3899
2021-07,WEEKENDS/HOLIDAY,13,TRAIN,CC19/DT9,2528,2743
2021-07,WEEKDAY,8,TRAIN,DT23,2503,8442
2021-07,WEEKENDS/HOLIDAY,8,TRAIN,DT23,582,989
2021-07,WEEKDAY,14,TRAIN,NS15,23570,14669
2021-07,WEEKENDS/HOLIDAY,14,TRAIN,NS15,4898,4095
2021-07,WEEKENDS/HOLIDAY,22,TRAIN,NS14,3985,10559
2021-07,WEEKDAY,22,TRAIN,NS14,7160,22802
2021-07,WEEKENDS/HOLIDAY,21,TRAIN,NS10,4876,16463
2021-07,WEEKDAY,21,TRAIN,NS10,11333,37875
2021-07,WEEKENDS/HOLIDAY,12,TRAIN,DT3,3174,1791
2021-07,WEEKDAY,12,TRAIN,DT3,4530,2809
2021-07,WEEKENDS/HOLIDAY,13,TRAIN,DT27,2302,1546
2021-07,WEEKDAY,13,TRAIN,DT27,7978,3808
