YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2021-08,WEEKDAY,22,TRAIN,DT13,3533,2183
2021-08,WEEKENDS/HOLIDAY,22,TRAIN,DT13,1133,957
2021-08,WEEKENDS/HOLIDAY,23,TRAIN,NE14,658,4195
2021-08,WEEKDAY,23,TRAIN,NE14,1441,9595
2021-08,WEEKDAY,22,TRAIN,NS9/TE2,13182,24259
2021-08,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,6299,11128
2021-08,WEEKDAY,12,TRAIN,DT22,3018,3625
2021-08,WEEKENDS/HOLIDAY,12,TRAIN,DT22,1841,2424
2021-08,WEEKENDS/HOLIDAY,18,TRAIN,DT28,2431,2747
2021-08,WEEKDAY,18,TRAIN,DT28,21974,12883
2021-08,WEEKDAY,12,TRAIN,DT34,2595,2122
2021-08,WEEKENDS/HOLIDAY,12,TRAIN,DT34,1243,880
2021-08,WEEKENDS/HOLIDAY,9,TRAIN,SW7,1129,455
2021-08,WEEKDAY,9,TRAIN,SW7,2964,1152
2021-08,WEEKDAY,12,TRAIN,NE17/PTC,26679,24603
2021-08,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,15851,13595
2021-08,WEEKDAY,19,TRAIN,NE8,19562,26372
2021-08,WEEKENDS/HOLIDAY,19,TRAIN,NE8,11550,11387
2021-08,WEEKENDS/HOLIDAY,21,TRAIN,NS13,11165,17468
2021-08,WEEKDAY,21,TRAIN,NS13,25394,43920
2021-08,WEEKDAY,5,TRAIN,NS13,23961,3419
2021-08,WEEKENDS/HOLIDAY,5,TRAIN,NS13,4827,631
2021-08,WEEKDAY,5,TRAIN,PW6,517,5
2021-08,WEEKENDS/HOLIDAY,5,TRAIN,PW6,106,5
2021-08,WEEKDAY,13,TRAIN,CC21,5395,5549
2021-08,WEEKENDS/HOLIDAY,13,TRAIN,CC21,2683,2852
2021-08,WEEKDAY,14,TRAIN,PE7,2682,3997
2021-08,WEEKENDS/HOLIDAY,14,TRAIN,PE7,1348,1158
2021-08,WEEKDAY,10,TRAIN,CC20,3496,2730
2021-08,WEEKENDS/HOLIDAY,10,TRAIN,CC20,1874,1322
2021-08,WEEKENDS/HOLIDAY,21,TRAIN,EW25,1109,2533
2021-08,WEEKDAY,21,TRAIN,EW25,2265,7347
2021-08,WEEKENDS/HOLIDAY,16,TRAIN,CC2,1139,895
2021-08,WEEKDAY,16,TRAIN,CC2,2574,1528
2021-08,WEEKENDS/HOLIDAY,14,TRAIN,CC12,1276,1115
2021-08,WEEKDAY,14,TRAIN,CC12,12492,3958
2021-08,WEEKENDS/HOLIDAY,16,TRAIN,NS20,8505,5988
2021-08,WEEKDAY,16,TRAIN,NS20,41410,15282
2021-08,WEEKDAY,16,TRAIN,NS14,16727,25692
2021-08,WEEKENDS/HOLIDAY,16,TRAIN,NS14,7942,8860
2021-08,WEEKDAY,11,TRAIN,NS15,16375,10613
2021-08,WEEKENDS/HOLIDAY,11,TRAIN,NS15,5139,2818
2021-08,WEEKDAY,5,TRAIN,CC22/EW21,1871,1011
2021-08,WEEKENDS/HOLIDAY,5,TRAIN,CC22/EW21,312,83
2021-08,WEEKENDS/HOLIDAY,11,TRAIN,BP4,677,400
2021-08,WEEKDAY,11,TRAIN,BP4,4260,2389
2021-08,WEEKDAY,11,TRAIN,NS27/CE2,1006,920
2021-08,WEEKENDS/HOLIDAY,11,TRAIN,NS27/CE2,508,763
2021-08,WEEKENDS/HOLIDAY,9,TRAIN,NS17/CC15,6514,2129
2021-08,WEEKDAY,9,TRAIN,NS17/CC15,19010,5883
2021-08,WEEKENDS/HOLIDAY,6,TRAIN,EW10,2684,765
2021-08,WEEKDAY,6,TRAIN,EW10,14153,3098
2021-08,WEEKENDS/HOLIDAY,8,TRAIN,NS28,365,1562
2021-08,WEEKDAY,8,TRAIN,NS28,1050,2597
2021-08,WEEKENDS/HOLIDAY,7,TRAIN,EW33,1173,2094
2021-08,WEEKDAY,7,TRAIN,EW33,2384,11265
2021-08,WEEKENDS/HOLIDAY,18,TRAIN,BP12,566,655
2021-08,WEEKDAY,18,TRAIN,BP12,2577,5131
2021-08,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,75,28
2021-08,WEEKDAY,0,TRAIN,EW14/NS26,191,50
2021-08,WEEKDAY,0,TRAIN,CG2,23,10
2021-08,WEEKENDS/HOLIDAY,0,TRAIN,CG2,6,8
2021-08,WEEKENDS/HOLIDAY,16,TRAIN,NE5,2953,3064
2021-08,WEEKDAY,16,TRAIN,NE5,7467,4924
2021-08,WEEKENDS/HOLIDAY,11,TRAIN,NE16/STC,15742,12310
2021-08,WEEKDAY,11,TRAIN,NE16/STC,29625,23733
2021-08,WEEKENDS/HOLIDAY,9,TRAIN,TE6,710,446
2021-08,WEEKDAY,9,TRAIN,TE6,377,154
2021-08,WEEKDAY,13,TRAIN,EW9,16844,9826
2021-08,WEEKENDS/HOLIDAY,13,TRAIN,EW9,7076,6274
2021-08,WEEKENDS/HOLIDAY,8,TRAIN,TE5,306,142
2021-08,WEEKDAY,8,TRAIN,TE5,176,65
2021-08,WEEKDAY,17,TRAIN,CC6,5945,5558
2021-08,WEEKENDS/HOLIDAY,17,TRAIN,CC6,4082,3886
2021-08,WEEKDAY,8,TRAIN,NE8,15939,23794
2021-08,WEEKENDS/HOLIDAY,8,TRAIN,NE8,4546,6433
2021-08,WEEKDAY,20,TRAIN,CC7,2809,4415
2021-08,WEEKENDS/HOLIDAY,20,TRAIN,CC7,1157,2037
2021-08,WEEKENDS/HOLIDAY,20,TRAIN,NS3,2964,7070
2021-08,WEEKDAY,20,TRAIN,NS3,6593,21776
2021-08,WEEKENDS/HOLIDAY,10,TRAIN,SE3,1283,446
2021-08,WEEKDAY,10,TRAIN,SE3,2416,1008
2021-08,WEEKDAY,9,TRAIN,EW16/NE3,12611,37328
2021-08,WEEKENDS/HOLIDAY,9,TRAIN,EW16/NE3,3461,4909
2021-08,WEEKENDS/HOLIDAY,18,TRAIN,NE16/STC,13578,18953
2021-08,WEEKDAY,18,TRAIN,NE16/STC,40982,78184
2021-08,WEEKDAY,12,TRAIN,TE3,4279,1505
2021-08,WEEKENDS/HOLIDAY,12,TRAIN,TE3,1502,868
2021-08,WEEKENDS/HOLIDAY,5,TRAIN,EW15,103,61
2021-08,WEEKDAY,5,TRAIN,EW15,611,788
2021-08,WEEKENDS/HOLIDAY,18,TRAIN,NS7,2422,2992
2021-08,WEEKDAY,18,TRAIN,NS7,14139,6462
2021-08,WEEKENDS/HOLIDAY,0,TRAIN,NS15,169,288
2021-08,WEEKDAY,0,TRAIN,NS15,393,695
2021-08,WEEKDAY,15,TRAIN,NS15,23780,12036
2021-08,WEEKENDS/HOLIDAY,15,TRAIN,NS15,4381,3972
2021-08,WEEKENDS/HOLIDAY,22,TRAIN,DT7,499,348
2021-08,WEEKDAY,22,TRAIN,DT7,1199,753
2021-08,WEEKENDS/HOLIDAY,15,TRAIN,PW4,666,717
2021-08,WEEKDAY,15,TRAIN,PW4,980,1558
2021-08,WEEKENDS/HOLIDAY,22,TRAIN,TE4,203,88
2021-08,WEEKDAY,22,TRAIN,TE4,69,63
2021-08,WEEKENDS/HOLIDAY,15,TRAIN,EW23,13097,13034
2021-08,WEEKDAY,15,TRAIN,EW23,35161,29596
2021-08,WEEKENDS/HOLIDAY,20,TRAIN,NE8,10712,7763
2021-08,WEEKDAY,20,TRAIN,NE8,16686,16813
2021-08,WEEKDAY,19,TRAIN,EW33,4766,2460
2021-08,WEEKENDS/HOLIDAY,19,TRAIN,EW33,1037,1333
2021-08,WEEKENDS/HOLIDAY,6,TRAIN,CC16,1057,673
2021-08,WEEKDAY,6,TRAIN,CC16,7613,4009
2021-08,WEEKDAY,13,TRAIN,TE4,347,313
2021-08,WEEKENDS/HOLIDAY,13,TRAIN,TE4,957,798
2021-08,WEEKENDS/HOLIDAY,11,TRAIN,BP12,841,569
2021-08,WEEKDAY,11,TRAIN,BP12,1682,961
2021-08,WEEKDAY,13,TRAIN,NE17/PTC,29619,29855
2021-08,WEEKENDS/HOLIDAY,13,TRAIN,NE17/PTC,15445,14317
2021-08,WEEKDAY,7,TRAIN,BP5,5200,4067
2021-08,WEEKENDS/HOLIDAY,7,TRAIN,BP5,555,315
2021-08,WEEKENDS/HOLIDAY,8,TRAIN,SW6,1129,416
2021-08,WEEKDAY,8,TRAIN,SW6,5432,2088
2021-08,WEEKDAY,16,TRAIN,EW4,12876,10219
2021-08,WEEKENDS/HOLIDAY,16,TRAIN,EW4,4072,3657
2021-08,WEEKDAY,14,TRAIN,CC2,1490,2215
2021-08,WEEKENDS/HOLIDAY,14,TRAIN,CC2,874,1061
2021-08,WEEKDAY,12,TRAIN,NE14,20783,15317
2021-08,WEEKENDS/HOLIDAY,12,TRAIN,NE14,11076,8150
2021-08,WEEKDAY,20,TRAIN,NE4/DT19,39685,15262
2021-08,WEEKENDS/HOLIDAY,20,TRAIN,NE4/DT19,17568,7277
2021-08,WEEKDAY,0,TRAIN,SE5,23,146
2021-08,WEEKENDS/HOLIDAY,0,TRAIN,SE5,10,81
2021-08,WEEKDAY,23,TRAIN,EW6,657,3165
2021-08,WEEKENDS/HOLIDAY,23,TRAIN,EW6,295,1246
2021-08,WEEKENDS/HOLIDAY,12,TRAIN,CC4/DT15,2106,5277
2021-08,WEEKDAY,12,TRAIN,CC4/DT15,5263,9399
2021-08,WEEKDAY,15,TRAIN,NE4/DT19,34484,30468
2021-08,WEEKENDS/HOLIDAY,15,TRAIN,NE4/DT19,19492,17725
2021-08,WEEKENDS/HOLIDAY,8,TRAIN,SW1,380,340
2021-08,WEEKDAY,8,TRAIN,SW1,1829,4424
2021-08,WEEKDAY,9,TRAIN,NS10,47141,20763
2021-08,WEEKENDS/HOLIDAY,9,TRAIN,NS10,17904,7628
2021-08,WEEKDAY,21,TRAIN,CG1/DT35,7423,961
2021-08,WEEKENDS/HOLIDAY,21,TRAIN,CG1/DT35,3154,560
2021-08,WEEKDAY,13,TRAIN,NS21/DT11,32253,35374
2021-08,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,17832,18117
2021-08,WEEKENDS/HOLIDAY,7,TRAIN,CC23,1004,2545
2021-08,WEEKDAY,7,TRAIN,CC23,3115,20466
2021-08,WEEKENDS/HOLIDAY,16,TRAIN,SW1,688,402
2021-08,WEEKDAY,16,TRAIN,SW1,3009,1503
2021-08,WEEKENDS/HOLIDAY,20,TRAIN,NE15,1967,6992
2021-08,WEEKDAY,20,TRAIN,NE15,4476,19369
2021-08,WEEKENDS/HOLIDAY,13,TRAIN,EW29,3840,2507
2021-08,WEEKDAY,13,TRAIN,EW29,6447,4792
2021-08,WEEKDAY,13,TRAIN,EW30,1003,480
2021-08,WEEKENDS/HOLIDAY,13,TRAIN,EW30,634,161
2021-08,WEEKDAY,7,TRAIN,EW32,2426,25247
2021-08,WEEKENDS/HOLIDAY,7,TRAIN,EW32,1322,4231
2021-08,WEEKENDS/HOLIDAY,7,TRAIN,NE14,7738,3928
2021-08,WEEKDAY,7,TRAIN,NE14,56009,29431
2021-08,WEEKENDS/HOLIDAY,13,TRAIN,SE3,1066,1017
2021-08,WEEKDAY,13,TRAIN,SE3,3636,2757
2021-08,WEEKDAY,20,TRAIN,EW30,6199,677
2021-08,WEEKENDS/HOLIDAY,20,TRAIN,EW30,795,426
2021-08,WEEKENDS/HOLIDAY,12,TRAIN,NS17/CC15,6270,2861
2021-08,WEEKDAY,12,TRAIN,NS17/CC15,11888,5744
2021-08,WEEKENDS/HOLIDAY,15,TRAIN,EW26,8728,8238
2021-08,WEEKDAY,15,TRAIN,EW26,18192,19550
2021-08,WEEKDAY,9,TRAIN,EW23,26398,32660
2021-08,WEEKENDS/HOLIDAY,9,TRAIN,EW23,11269,10974
2021-08,WEEKDAY,21,TRAIN,DT34,1235,2017
2021-08,WEEKENDS/HOLIDAY,21,TRAIN,DT34,286,923
2021-08,WEEKDAY,7,TRAIN,DT33,41488,16879
2021-08,WEEKENDS/HOLIDAY,7,TRAIN,DT33,4792,1745
2021-08,WEEKDAY,0,TRAIN,DT24,14,188
2021-08,WEEKENDS/HOLIDAY,0,TRAIN,DT24,10,95
2021-08,WEEKENDS/HOLIDAY,0,TRAIN,NS18,68,304
2021-08,WEEKDAY,0,TRAIN,NS18,114,661
2021-08,WEEKDAY,22,TRAIN,NS24/NE6/CC1,17235,3355
2021-08,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,7125,1602
2021-08,WEEKDAY,21,TRAIN,EW3,6341,11820
2021-08,WEEKENDS/HOLIDAY,21,TRAIN,EW3,2606,4767
2021-08,WEEKENDS/HOLIDAY,20,TRAIN,DT5,2283,2855
2021-08,WEEKDAY,20,TRAIN,DT5,5870,7434
2021-08,WEEKENDS/HOLIDAY,15,TRAIN,DT22,1818,2456
2021-08,WEEKDAY,15,TRAIN,DT22,3324,3830
2021-08,WEEKDAY,21,TRAIN,CC27,1803,276
2021-08,WEEKENDS/HOLIDAY,21,TRAIN,CC27,547,111
2021-08,WEEKENDS/HOLIDAY,15,TRAIN,SE4,1080,1039
2021-08,WEEKDAY,15,TRAIN,SE4,1972,3172
2021-08,WEEKENDS/HOLIDAY,19,TRAIN,PW6,184,383
2021-08,WEEKDAY,19,TRAIN,PW6,538,1638
2021-08,WEEKDAY,8,TRAIN,NE10,16174,20871
2021-08,WEEKENDS/HOLIDAY,8,TRAIN,NE10,3443,3253
2021-08,WEEKDAY,19,TRAIN,EW26,19583,47252
2021-08,WEEKENDS/HOLIDAY,19,TRAIN,EW26,7448,11826
2021-08,WEEKDAY,6,TRAIN,BP3,10295,1152
2021-08,WEEKENDS/HOLIDAY,6,TRAIN,BP3,1266,182
2021-08,WEEKDAY,13,TRAIN,EW12/DT14,21920,28354
2021-08,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,13243,19776
2021-08,WEEKDAY,8,TRAIN,CG2,3241,9552
2021-08,WEEKENDS/HOLIDAY,8,TRAIN,CG2,1435,2377
2021-08,WEEKDAY,15,TRAIN,NS5,16541,23221
2021-08,WEEKENDS/HOLIDAY,15,TRAIN,NS5,8027,8978
2021-08,WEEKDAY,11,TRAIN,DT13,3365,7151
2021-08,WEEKENDS/HOLIDAY,11,TRAIN,DT13,1576,3350
2021-08,WEEKDAY,20,TRAIN,DT27,5012,4313
2021-08,WEEKENDS/HOLIDAY,20,TRAIN,DT27,1074,1776
2021-08,WEEKDAY,20,TRAIN,SW3,623,2345
2021-08,WEEKENDS/HOLIDAY,20,TRAIN,SW3,296,821
2021-08,WEEKDAY,14,TRAIN,EW16/NE3,16540,19442
2021-08,WEEKENDS/HOLIDAY,14,TRAIN,EW16/NE3,5014,3628
2021-08,WEEKDAY,20,TRAIN,NE13,10371,15238
2021-08,WEEKENDS/HOLIDAY,20,TRAIN,NE13,4179,5973
2021-08,WEEKDAY,19,TRAIN,NS17/CC15,11878,13206
2021-08,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,3496,3261
2021-08,WEEKDAY,14,TRAIN,TE8,549,494
2021-08,WEEKENDS/HOLIDAY,14,TRAIN,TE8,1443,1213
2021-08,WEEKDAY,23,TRAIN,CC17,195,705
2021-08,WEEKDAY,23,TRAIN,CC17/TE9,41,159
2021-08,WEEKENDS/HOLIDAY,23,TRAIN,CC17/TE9,39,112
2021-08,WEEKENDS/HOLIDAY,23,TRAIN,CC17,82,260
2021-08,WEEKDAY,10,TRAIN,DT18,2410,10391
2021-08,WEEKENDS/HOLIDAY,10,TRAIN,DT18,496,1708
2021-08,WEEKENDS/HOLIDAY,19,TRAIN,EW23,11548,12851
2021-08,WEEKDAY,19,TRAIN,EW23,39720,45217
2021-08,WEEKENDS/HOLIDAY,14,TRAIN,EW15,5929,5165
2021-08,WEEKDAY,14,TRAIN,EW15,15303,13733
2021-08,WEEKDAY,23,TRAIN,EW12/DT14,6847,2067
2021-08,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,3209,1038
2021-08,WEEKDAY,7,TRAIN,NS15,31515,63634
2021-08,WEEKENDS/HOLIDAY,7,TRAIN,NS15,4563,3994
2021-08,WEEKDAY,12,TRAIN,EW30,1357,632
2021-08,WEEKENDS/HOLIDAY,12,TRAIN,EW30,809,200
2021-08,WEEKENDS/HOLIDAY,12,TRAIN,NE11,2118,1426
2021-08,WEEKDAY,12,TRAIN,NE11,3296,2813
2021-08,WEEKDAY,8,TRAIN,PE5,8293,2890
2021-08,WEEKENDS/HOLIDAY,8,TRAIN,PE5,1827,658
2021-08,WEEKENDS/HOLIDAY,9,TRAIN,CC11,1200,3861
2021-08,WEEKDAY,9,TRAIN,CC11,3553,28125
2021-08,WEEKDAY,0,TRAIN,SE1,16,280
2021-08,WEEKENDS/HOLIDAY,0,TRAIN,SE1,9,91
2021-08,WEEKDAY,10,TRAIN,NS4/BP1,22010,16876
2021-08,WEEKENDS/HOLIDAY,10,TRAIN,NS4/BP1,10740,8164
2021-08,WEEKDAY,22,TRAIN,NS5,5958,17068
2021-08,WEEKENDS/HOLIDAY,22,TRAIN,NS5,2902,7008
2021-08,WEEKENDS/HOLIDAY,22,TRAIN,SE3,125,876
2021-08,WEEKDAY,22,TRAIN,SE3,250,1937
2021-08,WEEKDAY,12,TRAIN,NS14,20952,13231
2021-08,WEEKENDS/HOLIDAY,12,TRAIN,NS14,10160,6887
2021-08,WEEKENDS/HOLIDAY,14,TRAIN,SE4,1263,1152
2021-08,WEEKDAY,14,TRAIN,SE4,2362,2845
2021-08,WEEKENDS/HOLIDAY,23,TRAIN,EW11,769,1214
2021-08,WEEKDAY,23,TRAIN,EW11,2001,2688
2021-08,WEEKDAY,6,TRAIN,BP13,4856,587
2021-08,WEEKENDS/HOLIDAY,6,TRAIN,BP13,552,159
2021-08,WEEKENDS/HOLIDAY,23,TRAIN,EW8/CC9,2553,2503
2021-08,WEEKDAY,23,TRAIN,EW8/CC9,6617,5524
2021-08,WEEKDAY,9,TRAIN,SW2,3536,1920
2021-08,WEEKENDS/HOLIDAY,9,TRAIN,SW2,1397,705
2021-08,WEEKDAY,21,TRAIN,CC4/DT15,14689,1085
2021-08,WEEKENDS/HOLIDAY,21,TRAIN,CC4/DT15,8369,792
2021-08,WEEKENDS/HOLIDAY,13,TRAIN,CC19/DT9,2820,3270
2021-08,WEEKDAY,13,TRAIN,CC19/DT9,3598,4227
2021-08,WEEKDAY,8,TRAIN,DT23,2677,9697
2021-08,WEEKENDS/HOLIDAY,8,TRAIN,DT23,610,885
2021-08,WEEKDAY,14,TRAIN,NS15,24149,13054
2021-08,WEEKENDS/HOLIDAY,14,TRAIN,NS15,4587,3802
2021-08,WEEKENDS/HOLIDAY,22,TRAIN,NS14,3708,9739
2021-08,WEEKDAY,22,TRAIN,NS14,7448,24453
2021-08,WEEKDAY,21,TRAIN,NS10,11924,39307
2021-08,WEEKENDS/HOLIDAY,21,TRAIN,NS10,4929,15688
2021-08,WEEKDAY,12,TRAIN,DT3,4545,2825
2021-08,WEEKENDS/HOLIDAY,12,TRAIN,DT3,2848,1701
2021-08,WEEKDAY,13,TRAIN,DT27,8802,3969
2021-08,WEEKENDS/HOLIDAY,13,TRAIN,DT27,2146,1497
2021-08,WEEKDAY,0,TRAIN,NE15,31,684
2021-08,WEEKENDS/HOLIDAY,0,TRAIN,NE15,22,342
2021-08,WEEKENDS/HOLIDAY,6,TRAIN,EW5,6095,2493
2021-08,WEEKDAY,6,TRAIN,EW5,35063,13772
2021-08,WEEKENDS/HOLIDAY,16,TRAIN,EW30,1568,168
2021-08,WEEKDAY,16,TRAIN,EW30,5491,252
2021-08,WEEKENDS/HOLIDAY,9,TRAIN,BP8,515,614
2021-08,WEEKDAY,9,TRAIN,BP8,1425,1618
2021-08,WEEKDAY,22,TRAIN,NS17/CC15,3830,6777
2021-08,WEEKENDS/HOLIDAY,22,TRAIN,NS17/CC15,1674,2748
2021-08,WEEKDAY,9,TRAIN,EW6,8895,6085
2021-08,WEEKENDS/HOLIDAY,9,TRAIN,EW6,4095,2573
2021-08,WEEKDAY,21,TRAIN,NS15,7429,11668
